time,src_ip,dst_ip,frame_len,proto
"Sep  1, 2016 07:24:02.880564000 EDT",10.10.10.228,52.18.200.165,236,6.0
"Sep  1, 2016 07:24:02.903353000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:02.905645000 EDT",52.18.200.165,10.10.10.228,151,6.0
"Sep  1, 2016 07:24:02.906415000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:05.132429000 EDT",10.10.10.228,52.18.200.165,300,6.0
"Sep  1, 2016 07:24:05.191673000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:05.227106000 EDT",52.18.200.165,10.10.10.228,119,6.0
"Sep  1, 2016 07:24:05.227918000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:10.605161000 EDT",52.18.200.165,10.10.10.228,263,6.0
"Sep  1, 2016 07:24:10.606120000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:10.688541000 EDT",10.10.10.228,52.18.200.165,876,6.0
"Sep  1, 2016 07:24:10.715647000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:17.869388000 EDT",52.18.200.165,10.10.10.228,263,6.0
"Sep  1, 2016 07:24:17.872586000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:17.968344000 EDT",10.10.10.228,52.18.200.165,876,6.0
"Sep  1, 2016 07:24:17.991252000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:21.970718000 EDT",52.18.200.165,10.10.10.228,263,6.0
"Sep  1, 2016 07:24:21.974324000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:22.025035000 EDT",10.10.10.228,52.18.200.165,876,6.0
"Sep  1, 2016 07:24:22.048010000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:29.198345000 EDT",52.18.200.165,10.10.10.228,263,6.0
"Sep  1, 2016 07:24:29.200298000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:29.304526000 EDT",10.10.10.228,52.18.200.165,876,6.0
"Sep  1, 2016 07:24:29.327502000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:34.204839000 EDT",,,42,
"Sep  1, 2016 07:24:34.206371000 EDT",,,42,
"Sep  1, 2016 07:24:36.449748000 EDT",52.18.200.165,10.10.10.228,263,6.0
"Sep  1, 2016 07:24:36.454642000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:36.480613000 EDT",10.10.10.228,52.18.200.165,876,6.0
"Sep  1, 2016 07:24:36.503537000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:43.651780000 EDT",52.18.200.165,10.10.10.228,263,6.0
"Sep  1, 2016 07:24:43.691912000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:43.760673000 EDT",10.10.10.228,52.18.200.165,876,6.0
"Sep  1, 2016 07:24:43.783649000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:50.915564000 EDT",52.18.200.165,10.10.10.228,263,6.0
"Sep  1, 2016 07:24:50.918898000 EDT",10.10.10.228,52.18.200.165,66,6.0
"Sep  1, 2016 07:24:50.936757000 EDT",10.10.10.228,52.18.200.165,876,6.0
"Sep  1, 2016 07:24:50.959695000 EDT",52.18.200.165,10.10.10.228,66,6.0
"Sep  1, 2016 07:24:58.091070000 EDT",52.18.200.165,10.10.10.228,263,6.0
"Sep  1, 2016 07:24:58.112875000 EDT",10.10.10.228,52.18.200.165,876,6.0
"Sep  1, 2016 07:24:58.135891000 EDT",52.18.200.165,10.10.10.228,66,6.0
