time,src_ip,dst_ip,frame_len,proto
"Sep  7, 2016 10:56:44.831816000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:44.832826000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:44.835838000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:44.836151000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:45.327835000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:45.328238000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:45.332235000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:45.335355000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:45.335664000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:45.336461000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:45.337469000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:45.341450000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:45.343155000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:45.349574000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:45.349826000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:45.827577000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:45.828020000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:45.831359000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:45.834274000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:45.834594000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:45.835389000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:45.836396000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:45.838218000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:45.839437000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:45.845324000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:45.845620000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:46.328495000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:46.328820000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:46.333105000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:46.335794000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:46.336046000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:46.336850000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:46.337968000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:46.340011000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:46.341117000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:46.347137000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:46.347402000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:46.828436000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:46.828876000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:46.832601000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:46.835875000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:46.836174000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:46.836916000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:46.838078000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:46.839322000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:46.841165000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:46.847248000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:46.847553000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:47.324128000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:47.324541000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:47.327020000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:47.328922000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:47.329236000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:47.330006000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:47.331100000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:47.332549000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:47.333848000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:47.337539000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:47.337850000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:47.744788000 EDT",10.10.10.6,85.220.190.246,90,17.0
"Sep  7, 2016 10:56:47.744875000 EDT",10.10.10.6,185.11.138.90,90,17.0
"Sep  7, 2016 10:56:47.746911000 EDT",85.220.190.246,10.10.10.6,90,17.0
"Sep  7, 2016 10:56:47.751823000 EDT",185.11.138.90,10.10.10.6,90,17.0
"Sep  7, 2016 10:56:47.828971000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:47.829343000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:47.832547000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:47.835512000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:47.835821000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:47.836562000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:47.837700000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:47.838794000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:47.840943000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:47.846788000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:47.847102000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:48.328293000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:48.328662000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:48.331860000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:48.334933000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:48.335242000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:48.335977000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:48.337107000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:48.338214000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:48.340029000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:48.346047000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:48.346347000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:48.828650000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:48.829070000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:48.832242000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:48.835163000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:48.835492000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:48.836236000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:48.837277000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:48.838347000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:48.840730000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:48.846751000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:48.847049000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:49.329951000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:49.330345000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:49.333456000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:49.336964000 EDT",10.10.10.30,10.10.10.6,266,6.0
"Sep  7, 2016 10:56:49.337269000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:49.338049000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:49.339164000 EDT",10.10.10.6,10.10.10.30,713,6.0
"Sep  7, 2016 10:56:49.343439000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:49.344681000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:49.352100000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:49.352396000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:49.579241000 EDT",10.10.10.6,239.255.255.250,348,17.0
"Sep  7, 2016 10:56:49.630402000 EDT",10.10.10.6,239.255.255.250,348,17.0
"Sep  7, 2016 10:56:49.681679000 EDT",10.10.10.6,239.255.255.250,357,17.0
"Sep  7, 2016 10:56:49.732952000 EDT",10.10.10.6,239.255.255.250,357,17.0
"Sep  7, 2016 10:56:49.784275000 EDT",10.10.10.6,239.255.255.250,351,17.0
"Sep  7, 2016 10:56:49.835524000 EDT",10.10.10.6,239.255.255.250,351,17.0
"Sep  7, 2016 10:56:50.754837000 EDT",10.10.10.6,94.23.210.194,90,17.0
"Sep  7, 2016 10:56:50.768847000 EDT",94.23.210.194,10.10.10.6,90,17.0
"Sep  7, 2016 10:56:51.770977000 EDT",10.10.10.6,74.120.8.2,90,17.0
"Sep  7, 2016 10:56:51.912291000 EDT",74.120.8.2,10.10.10.6,90,17.0
"Sep  7, 2016 10:56:52.187133000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:52.187567000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:52.189466000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:52.190698000 EDT",10.10.10.30,10.10.10.6,336,6.0
"Sep  7, 2016 10:56:52.191004000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:52.192027000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:52.192960000 EDT",10.10.10.6,10.10.10.30,524,6.0
"Sep  7, 2016 10:56:52.193406000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:52.193667000 EDT",10.10.10.6,10.10.10.30,524,6.0
"Sep  7, 2016 10:56:52.194801000 EDT",10.10.10.30,10.10.10.6,78,6.0
"Sep  7, 2016 10:56:52.195826000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:52.196092000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:52.202749000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:52.203192000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:52.204612000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:52.205441000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:56:52.205927000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:52.206651000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:52.207553000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:56:52.208115000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:52.210136000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:52.210389000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:52.749086000 EDT",,,42,
"Sep  7, 2016 10:56:52.749376000 EDT",,,60,
"Sep  7, 2016 10:56:54.227626000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:54.228051000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:54.231057000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.234420000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:56:54.234733000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:54.235522000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:54.236410000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:56:54.238149000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.245010000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.245311000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:54.493076000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:54.493515000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:54.498431000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.501162000 EDT",10.10.10.30,10.10.10.6,258,6.0
"Sep  7, 2016 10:56:54.501486000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:54.502182000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:54.505007000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.505485000 EDT",10.10.10.6,10.10.10.30,931,6.0
"Sep  7, 2016 10:56:54.507513000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.507900000 EDT",10.10.10.6,10.10.10.30,250,6.0
"Sep  7, 2016 10:56:54.511184000 EDT",10.10.10.6,10.10.10.30,1514,6.0
"Sep  7, 2016 10:56:54.511184000 EDT",10.10.10.6,10.10.10.30,81,6.0
"Sep  7, 2016 10:56:54.512092000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.513560000 EDT",10.10.10.6,10.10.10.30,81,6.0
"Sep  7, 2016 10:56:54.515764000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.517501000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:54.517796000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:54.518238000 EDT",10.10.10.30,10.10.10.6,78,6.0
"Sep  7, 2016 10:56:56.265467000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:56.265900000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:56.269553000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:56.272573000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:56:56.272963000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:56.273767000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:56.274622000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:56:56.277133000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:56.284386000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:56.284763000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:58.300279000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:56:58.300699000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:56:58.303087000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:58.304836000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:56:58.305171000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:56:58.305940000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:56:58.306782000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:56:58.307652000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:58.311619000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:56:58.311866000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:00.328811000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:57:00.329231000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:57:00.334556000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:00.335778000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:57:00.336070000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:00.336856000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:57:00.337795000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:57:00.340052000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:00.346955000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:00.347248000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:02.366617000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:57:02.367058000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:57:02.370460000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:02.374077000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:57:02.374409000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:02.375116000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:57:02.376109000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:57:02.377884000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:02.384958000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:02.385252000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:04.403935000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:57:04.404366000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:57:04.407771000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.411675000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:57:04.411981000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:04.412813000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:57:04.413749000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:57:04.416362000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.423119000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.423403000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:04.484074000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:57:04.484434000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:57:04.487466000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.490914000 EDT",10.10.10.30,10.10.10.6,258,6.0
"Sep  7, 2016 10:57:04.491190000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:04.492017000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:57:04.495065000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.495543000 EDT",10.10.10.6,10.10.10.30,931,6.0
"Sep  7, 2016 10:57:04.497516000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.497848000 EDT",10.10.10.6,10.10.10.30,285,6.0
"Sep  7, 2016 10:57:04.500550000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.500989000 EDT",10.10.10.6,10.10.10.30,1494,6.0
"Sep  7, 2016 10:57:04.502721000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.503330000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:04.503614000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:06.453086000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:57:06.453555000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:57:06.457082000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:06.469841000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:57:06.470172000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:06.471019000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:57:06.471892000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:57:06.475902000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:06.481890000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:06.482222000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:08.496792000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:57:08.497219000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:57:08.499771000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.501290000 EDT",10.10.10.30,10.10.10.6,270,6.0
"Sep  7, 2016 10:57:08.501588000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:08.502369000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:57:08.503541000 EDT",10.10.10.6,10.10.10.30,518,6.0
"Sep  7, 2016 10:57:08.503793000 EDT",10.10.10.6,10.10.10.30,518,6.0
"Sep  7, 2016 10:57:08.504366000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.507640000 EDT",10.10.10.30,10.10.10.6,78,6.0
"Sep  7, 2016 10:57:08.508069000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.508297000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:08.515310000 EDT",10.10.10.30,10.10.10.6,74,6.0
"Sep  7, 2016 10:57:08.515744000 EDT",10.10.10.6,10.10.10.30,74,6.0
"Sep  7, 2016 10:57:08.517153000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.518467000 EDT",10.10.10.30,10.10.10.6,258,6.0
"Sep  7, 2016 10:57:08.518783000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:08.519463000 EDT",10.10.10.6,10.10.10.30,83,6.0
"Sep  7, 2016 10:57:08.520736000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.521121000 EDT",10.10.10.6,10.10.10.30,931,6.0
"Sep  7, 2016 10:57:08.522529000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.524040000 EDT",10.10.10.6,10.10.10.30,67,6.0
"Sep  7, 2016 10:57:08.526167000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.526485000 EDT",10.10.10.6,10.10.10.30,492,6.0
"Sep  7, 2016 10:57:08.527815000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.528149000 EDT",10.10.10.6,10.10.10.30,934,6.0
"Sep  7, 2016 10:57:08.529570000 EDT",10.10.10.6,10.10.10.30,625,6.0
"Sep  7, 2016 10:57:08.529705000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.531647000 EDT",10.10.10.30,10.10.10.6,66,6.0
"Sep  7, 2016 10:57:08.531862000 EDT",10.10.10.6,10.10.10.30,66,6.0
"Sep  7, 2016 10:57:09.744468000 EDT",10.10.10.30,10.10.10.6,74,6.0
