time,src_ip,dst_ip,frame_len,proto
"Apr 22, 2016 06:18:48.060009000 EDT",10.10.10.158,50.17.221.66,392,6
"Apr 22, 2016 06:18:48.161767000 EDT",50.17.221.66,10.10.10.158,125,6
"Apr 22, 2016 06:18:48.163701000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:18:48.172219000 EDT",10.10.10.158,50.17.221.66,327,6
"Apr 22, 2016 06:18:48.204472000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.258625000 EDT",,,110,
"Apr 22, 2016 06:18:48.304061000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.306610000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.308946000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.318999000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.408506000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.413805000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.415992000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.418160000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.459673000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.469027000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.471453000 EDT",10.10.10.158,50.17.221.66,1184,6
"Apr 22, 2016 06:18:48.513415000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.515469000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.517621000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.519466000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.562911000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.568620000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.570936000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.574076000 EDT",10.10.10.158,50.17.221.66,1141,6
"Apr 22, 2016 06:18:48.603513000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.619832000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.634255000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.662469000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.665061000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.673632000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.674991000 EDT",10.10.10.158,50.17.221.66,550,6
"Apr 22, 2016 06:18:48.703715000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.710762000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.736362000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.738324000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:18:48.764668000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.774430000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.775840000 EDT",10.10.10.158,50.17.221.66,956,6
"Apr 22, 2016 06:18:48.810397000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.875612000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:48.938809000 EDT",50.17.221.66,10.10.10.158,1434,6
"Apr 22, 2016 06:18:48.938849000 EDT",50.17.221.66,10.10.10.158,783,6
"Apr 22, 2016 06:18:48.941370000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:18:48.957019000 EDT",10.10.10.158,50.17.221.66,103,6
"Apr 22, 2016 06:18:48.958354000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:18:49.056683000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:49.056711000 EDT",50.17.221.66,10.10.10.158,103,6
"Apr 22, 2016 06:18:49.056717000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:49.057737000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:18:49.057779000 EDT",10.10.10.158,50.17.221.66,54,6
"Apr 22, 2016 06:18:49.058256000 EDT",10.10.10.158,50.17.221.66,54,6
"Apr 22, 2016 06:18:49.058578000 EDT",10.10.10.158,50.17.221.66,54,6
"Apr 22, 2016 06:18:50.089626000 EDT",10.22.22.2,64.210.203.208,74,6
"Apr 22, 2016 06:18:54.988936000 EDT",10.10.10.158,10.10.10.1,72,17
"Apr 22, 2016 06:18:55.144745000 EDT",10.10.10.1,10.10.10.158,373,17
"Apr 22, 2016 06:18:55.161440000 EDT",10.10.10.158,10.10.10.1,117,17
"Apr 22, 2016 06:18:55.161547000 EDT",10.10.10.1,10.10.10.158,149,17
"Apr 22, 2016 06:19:02.938228000 EDT",10.10.10.158,10.10.10.1,86,17
"Apr 22, 2016 06:19:02.939658000 EDT",10.10.10.1,10.10.10.158,262,17
"Apr 22, 2016 06:19:02.942923000 EDT",10.10.10.158,10.10.10.1,84,17
"Apr 22, 2016 06:19:02.943241000 EDT",10.10.10.158,10.10.10.1,77,17
"Apr 22, 2016 06:19:02.943543000 EDT",10.10.10.158,10.10.10.1,86,17
"Apr 22, 2016 06:19:02.943580000 EDT",10.10.10.1,10.10.10.158,136,17
"Apr 22, 2016 06:19:02.944639000 EDT",10.10.10.1,10.10.10.158,259,17
"Apr 22, 2016 06:19:02.953128000 EDT",10.10.10.158,10.10.10.1,84,17
"Apr 22, 2016 06:19:02.955362000 EDT",10.10.10.158,10.10.10.1,77,17
"Apr 22, 2016 06:19:02.955475000 EDT",10.10.10.1,10.10.10.158,133,17
"Apr 22, 2016 06:19:02.965266000 EDT",10.10.10.158,10.10.10.1,93,17
"Apr 22, 2016 06:19:02.966229000 EDT",10.10.10.158,10.10.10.1,91,17
"Apr 22, 2016 06:19:02.967820000 EDT",10.10.10.158,10.10.10.1,84,17
"Apr 22, 2016 06:19:02.969437000 EDT",10.10.10.1,10.10.10.158,168,17
"Apr 22, 2016 06:19:02.970248000 EDT",10.10.10.1,10.10.10.158,166,17
"Apr 22, 2016 06:19:02.971989000 EDT",10.10.10.1,10.10.10.158,159,17
"Apr 22, 2016 06:19:02.982483000 EDT",10.10.10.158,10.10.10.1,79,17
"Apr 22, 2016 06:19:02.984244000 EDT",10.10.10.1,10.10.10.158,296,17
"Apr 22, 2016 06:19:02.984246000 EDT",10.10.10.158,10.10.10.1,72,17
"Apr 22, 2016 06:19:02.984285000 EDT",10.10.10.1,10.10.10.158,270,17
"Apr 22, 2016 06:19:03.005081000 EDT",10.10.10.158,54.193.117.148,74,6
"Apr 22, 2016 06:19:03.006302000 EDT",10.10.10.158,23.23.111.129,74,6
"Apr 22, 2016 06:19:03.060583000 EDT",10.10.10.1,10.10.10.158,470,17
"Apr 22, 2016 06:19:03.099407000 EDT",10.10.10.158,10.10.10.1,81,17
"Apr 22, 2016 06:19:03.106013000 EDT",23.23.111.129,10.10.10.158,74,6
"Apr 22, 2016 06:19:03.107669000 EDT",10.10.10.158,23.23.111.129,66,6
"Apr 22, 2016 06:19:03.111622000 EDT",10.10.10.158,23.23.111.129,293,6
"Apr 22, 2016 06:19:03.111667000 EDT",10.10.10.1,10.10.10.158,267,17
"Apr 22, 2016 06:19:03.128600000 EDT",10.22.22.2,74.125.142.188,74,6
"Apr 22, 2016 06:19:03.170261000 EDT",54.193.117.148,10.10.10.158,74,6
"Apr 22, 2016 06:19:03.171784000 EDT",10.10.10.158,54.193.117.148,66,6
"Apr 22, 2016 06:19:03.176124000 EDT",10.10.10.158,54.193.117.148,300,6
"Apr 22, 2016 06:19:03.213816000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.213844000 EDT",23.23.111.129,10.10.10.158,1434,6
"Apr 22, 2016 06:19:03.213943000 EDT",23.23.111.129,10.10.10.158,1434,6
"Apr 22, 2016 06:19:03.213966000 EDT",23.23.111.129,10.10.10.158,1426,6
"Apr 22, 2016 06:19:03.213970000 EDT",23.23.111.129,10.10.10.158,869,6
"Apr 22, 2016 06:19:03.251164000 EDT",10.10.10.158,23.23.111.129,66,6
"Apr 22, 2016 06:19:03.251323000 EDT",10.10.10.158,23.23.111.129,66,6
"Apr 22, 2016 06:19:03.251544000 EDT",10.10.10.158,23.23.111.129,66,6
"Apr 22, 2016 06:19:03.251910000 EDT",10.10.10.158,23.23.111.129,66,6
"Apr 22, 2016 06:19:03.315644000 EDT",10.10.10.158,23.23.111.129,392,6
"Apr 22, 2016 06:19:03.341098000 EDT",54.193.117.148,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.341544000 EDT",54.193.117.148,10.10.10.158,1078,6
"Apr 22, 2016 06:19:03.341565000 EDT",54.193.117.148,10.10.10.158,96,6
"Apr 22, 2016 06:19:03.363788000 EDT",10.10.10.158,54.193.117.148,66,6
"Apr 22, 2016 06:19:03.364175000 EDT",10.10.10.158,54.193.117.148,66,6
"Apr 22, 2016 06:19:03.417381000 EDT",23.23.111.129,10.10.10.158,125,6
"Apr 22, 2016 06:19:03.418565000 EDT",10.10.10.158,23.23.111.129,66,6
"Apr 22, 2016 06:19:03.432738000 EDT",10.10.10.158,23.23.111.129,327,6
"Apr 22, 2016 06:19:03.498621000 EDT",10.10.10.158,23.23.111.129,1434,6
"Apr 22, 2016 06:19:03.571245000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.573358000 EDT",10.10.10.158,23.23.111.129,1434,6
"Apr 22, 2016 06:19:03.573728000 EDT",10.10.10.158,23.23.111.129,216,6
"Apr 22, 2016 06:19:03.598367000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.636830000 EDT",10.10.10.158,23.23.111.129,1434,6
"Apr 22, 2016 06:19:03.673151000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.673176000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.675360000 EDT",10.10.10.158,23.23.111.129,918,6
"Apr 22, 2016 06:19:03.729875000 EDT",10.10.10.158,23.23.111.129,1434,6
"Apr 22, 2016 06:19:03.736667000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.775026000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.776808000 EDT",10.10.10.158,23.23.111.129,1029,6
"Apr 22, 2016 06:19:03.830036000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.876667000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.878058000 EDT",10.10.10.158,23.23.111.129,621,6
"Apr 22, 2016 06:19:03.977915000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:03.988700000 EDT",23.23.111.129,10.10.10.158,567,6
"Apr 22, 2016 06:19:03.993590000 EDT",10.10.10.158,23.23.111.129,103,6
"Apr 22, 2016 06:19:03.994260000 EDT",10.10.10.158,23.23.111.129,66,6
"Apr 22, 2016 06:19:04.095388000 EDT",23.23.111.129,10.10.10.158,103,6
"Apr 22, 2016 06:19:04.095412000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:04.095613000 EDT",23.23.111.129,10.10.10.158,66,6
"Apr 22, 2016 06:19:04.097759000 EDT",10.10.10.158,23.23.111.129,54,6
"Apr 22, 2016 06:19:04.098312000 EDT",10.10.10.158,23.23.111.129,54,6
"Apr 22, 2016 06:19:04.098691000 EDT",10.10.10.158,23.23.111.129,54,6
"Apr 22, 2016 06:19:04.137534000 EDT",10.22.22.2,74.125.142.188,74,6
"Apr 22, 2016 06:19:04.327015000 EDT",10.10.10.158,54.193.117.148,200,6
"Apr 22, 2016 06:19:04.492952000 EDT",54.193.117.148,10.10.10.158,125,6
"Apr 22, 2016 06:19:04.494005000 EDT",10.10.10.158,54.193.117.148,66,6
"Apr 22, 2016 06:19:04.500922000 EDT",10.10.10.158,54.193.117.148,295,6
"Apr 22, 2016 06:19:04.532581000 EDT",10.10.10.158,54.193.117.148,1434,6
"Apr 22, 2016 06:19:04.667391000 EDT",54.193.117.148,10.10.10.158,247,6
"Apr 22, 2016 06:19:04.669048000 EDT",10.10.10.158,54.193.117.148,1325,6
"Apr 22, 2016 06:19:04.672213000 EDT",10.10.10.158,54.193.117.148,103,6
"Apr 22, 2016 06:19:04.743369000 EDT",54.193.117.148,10.10.10.158,66,6
"Apr 22, 2016 06:19:04.834269000 EDT",54.193.117.148,10.10.10.158,66,6
"Apr 22, 2016 06:19:04.837213000 EDT",54.193.117.148,10.10.10.158,103,6
"Apr 22, 2016 06:19:04.837251000 EDT",54.193.117.148,10.10.10.158,66,6
"Apr 22, 2016 06:19:04.838267000 EDT",10.10.10.158,54.193.117.148,54,6
"Apr 22, 2016 06:19:04.838912000 EDT",10.10.10.158,54.193.117.148,54,6
"Apr 22, 2016 06:19:06.140444000 EDT",10.22.22.2,74.125.142.188,74,6
"Apr 22, 2016 06:19:08.353089000 EDT",10.10.10.158,10.10.10.1,84,17
"Apr 22, 2016 06:19:08.354601000 EDT",10.10.10.1,10.10.10.158,223,17
"Apr 22, 2016 06:19:08.362043000 EDT",10.10.10.158,10.10.10.1,84,17
"Apr 22, 2016 06:19:08.362207000 EDT",10.10.10.1,10.10.10.158,272,17
"Apr 22, 2016 06:19:08.376248000 EDT",10.22.22.2,50.19.119.163,74,6
"Apr 22, 2016 06:19:09.374468000 EDT",10.22.22.2,50.19.119.163,74,6
"Apr 22, 2016 06:19:10.156026000 EDT",10.22.22.2,74.125.142.188,74,6
"Apr 22, 2016 06:19:11.380220000 EDT",10.22.22.2,50.19.119.163,74,6
"Apr 22, 2016 06:19:15.172081000 EDT",10.10.10.158,54.235.195.29,74,6
"Apr 22, 2016 06:19:15.273898000 EDT",54.235.195.29,10.10.10.158,74,6
"Apr 22, 2016 06:19:15.274908000 EDT",10.10.10.158,54.235.195.29,66,6
"Apr 22, 2016 06:19:15.276127000 EDT",10.10.10.158,54.235.195.29,415,6
"Apr 22, 2016 06:19:15.377693000 EDT",54.235.195.29,10.10.10.158,66,6
"Apr 22, 2016 06:19:15.378306000 EDT",54.235.195.29,10.10.10.158,80,6
"Apr 22, 2016 06:19:15.381025000 EDT",10.10.10.158,54.235.195.29,66,6
"Apr 22, 2016 06:19:15.381739000 EDT",10.10.10.158,54.235.195.29,66,6
"Apr 22, 2016 06:19:15.400177000 EDT",10.22.22.2,50.19.119.163,74,6
"Apr 22, 2016 06:19:15.484068000 EDT",54.235.195.29,10.10.10.158,66,6
"Apr 22, 2016 06:19:15.486072000 EDT",10.10.10.158,54.235.195.29,66,6
"Apr 22, 2016 06:19:18.180950000 EDT",10.22.22.2,74.125.142.188,74,6
"Apr 22, 2016 06:19:22.047319000 EDT",10.10.10.158,10.10.10.1,72,17
"Apr 22, 2016 06:19:22.047397000 EDT",10.10.10.1,10.10.10.158,270,17
"Apr 22, 2016 06:19:22.060028000 EDT",10.10.10.158,50.17.221.66,74,6
"Apr 22, 2016 06:19:22.159988000 EDT",50.17.221.66,10.10.10.158,74,6
"Apr 22, 2016 06:19:22.162056000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:19:22.166460000 EDT",10.10.10.158,50.17.221.66,293,6
"Apr 22, 2016 06:19:22.266256000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.266635000 EDT",50.17.221.66,10.10.10.158,1434,6
"Apr 22, 2016 06:19:22.266656000 EDT",50.17.221.66,10.10.10.158,1434,6
"Apr 22, 2016 06:19:22.266658000 EDT",50.17.221.66,10.10.10.158,1426,6
"Apr 22, 2016 06:19:22.266664000 EDT",50.17.221.66,10.10.10.158,869,6
"Apr 22, 2016 06:19:22.328754000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:19:22.361910000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:19:22.371818000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:19:22.371941000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:19:22.413994000 EDT",10.10.10.158,50.17.221.66,392,6
"Apr 22, 2016 06:19:22.516965000 EDT",50.17.221.66,10.10.10.158,125,6
"Apr 22, 2016 06:19:22.519570000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:19:22.526441000 EDT",10.10.10.158,50.17.221.66,327,6
"Apr 22, 2016 06:19:22.582147000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.664574000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.667071000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.668951000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.682185000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.685512000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.686925000 EDT",10.10.10.158,50.17.221.66,70,6
"Apr 22, 2016 06:19:22.766887000 EDT",10.10.10.158,130.149.17.8,90,17
"Apr 22, 2016 06:19:22.767037000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.769101000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.769569000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.769933000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.787143000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.787165000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.787472000 EDT",130.149.17.8,10.10.10.158,90,17
"Apr 22, 2016 06:19:22.793587000 EDT",10.10.10.158,50.17.221.66,845,6
"Apr 22, 2016 06:19:22.822596000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.852698000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.869830000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.870489000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.886441000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.893491000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.895206000 EDT",10.10.10.158,50.17.221.66,550,6
"Apr 22, 2016 06:19:22.922710000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.928039000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.953396000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.958738000 EDT",10.10.10.158,50.17.221.66,1434,6
"Apr 22, 2016 06:19:22.985805000 EDT",10.10.10.158,129.132.2.21,90,17
"Apr 22, 2016 06:19:22.986380000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:22.993247000 EDT","129.143.47.6,10.10.10.158","10.10.10.158,129.132.2.21",70,"1,17"
"Apr 22, 2016 06:19:22.994993000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:23.019306000 EDT",10.10.10.158,50.17.221.66,993,6
"Apr 22, 2016 06:19:23.019420000 EDT",10.10.10.158,192.53.103.104,90,17
"Apr 22, 2016 06:19:23.028478000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:23.033658000 EDT",192.53.103.104,10.10.10.158,90,17
"Apr 22, 2016 06:19:23.058792000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:23.121549000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:23.148316000 EDT",50.17.221.66,10.10.10.158,471,6
"Apr 22, 2016 06:19:23.154493000 EDT",10.10.10.158,50.17.221.66,103,6
"Apr 22, 2016 06:19:23.254910000 EDT",50.17.221.66,10.10.10.158,103,6
"Apr 22, 2016 06:19:23.254958000 EDT",50.17.221.66,10.10.10.158,66,6
"Apr 22, 2016 06:19:23.295120000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:19:23.422027000 EDT",10.22.22.2,50.19.119.163,74,6
"Apr 22, 2016 06:19:28.281957000 EDT",10.10.10.158,50.17.221.66,66,6
"Apr 22, 2016 06:19:28.287033000 EDT",10.10.10.158,224.0.0.22,54,2
"Apr 22, 2016 06:19:28.342729000 EDT",10.10.10.158,239.255.255.250,424,17
"Apr 22, 2016 06:19:28.347952000 EDT",10.10.10.158,239.255.255.250,423,17
"Apr 22, 2016 06:19:28.352422000 EDT",10.10.10.158,239.255.255.250,448,17
"Apr 22, 2016 06:19:28.352550000 EDT",10.10.10.158,239.255.255.250,454,17
"Apr 22, 2016 06:19:28.361335000 EDT",10.10.10.158,239.255.255.250,452,17
"Apr 22, 2016 06:19:28.361525000 EDT",10.10.10.158,239.255.255.250,456,17
"Apr 22, 2016 06:19:28.370911000 EDT",10.10.10.158,239.255.255.250,464,17
"Apr 22, 2016 06:19:28.376415000 EDT",10.10.10.158,239.255.255.250,446,17
"Apr 22, 2016 06:19:28.376527000 EDT",10.10.10.158,239.255.255.250,452,17
"Apr 22, 2016 06:19:28.376700000 EDT",10.10.10.158,239.255.255.250,460,17
"Apr 22, 2016 06:19:28.376882000 EDT",10.10.10.158,239.255.255.250,456,17
"Apr 22, 2016 06:19:28.377034000 EDT",10.10.10.158,239.255.255.250,450,17
"Apr 22, 2016 06:19:28.377194000 EDT",10.10.10.158,239.255.255.250,143,17
"Apr 22, 2016 06:19:37.654108000 EDT",10.10.10.158,224.0.0.22,54,2
"Apr 22, 2016 06:19:39.388676000 EDT",10.10.10.158,239.255.255.250,424,17
"Apr 22, 2016 06:19:39.395396000 EDT",10.10.10.158,239.255.255.250,423,17
"Apr 22, 2016 06:19:39.395694000 EDT",10.10.10.158,239.255.255.250,448,17
"Apr 22, 2016 06:19:39.406277000 EDT",10.10.10.158,239.255.255.250,454,17
"Apr 22, 2016 06:19:39.411734000 EDT",10.10.10.158,239.255.255.250,452,17
"Apr 22, 2016 06:19:39.416350000 EDT",10.10.10.158,239.255.255.250,456,17
"Apr 22, 2016 06:19:39.420978000 EDT",10.10.10.158,239.255.255.250,464,17
"Apr 22, 2016 06:19:39.425911000 EDT",10.10.10.158,239.255.255.250,446,17
